* EAST inner wall profile from EAST_VV.xlsx, from data provided in an email from J. Huang on 24/08/2011		
1.7560	-1.1910		1.6760	-1.0500  LOWER DOME
1.6760	-1.0500		1.6460	-1.0100
1.6460	-1.0100		1.5780	-0.9630
1.5780	-0.9630		1.5200	-0.9480
1.5200	-0.9480		1.4510	-0.9550
1.4510	-0.9550		1.3200	-0.9870
1.3200	-0.9870		1.3000	-0.9900
1.3000	-0.9900		1.3475	-0.9015  LOWER INNER TARGET
1.3475	-0.9015		1.3950	-0.8130
1.3950	-0.8130		1.4220	-0.7520
1.4220	-0.7520		1.4410	-0.6640
1.4410	-0.6640		1.4420	-0.5910
1.4420	-0.5910		1.4420	-0.5905
1.4420	-0.5905		1.3500	 0.0000  INNER LIMITER
1.3500	 0.0000		1.4420	 0.5905 
1.4420	 0.5905		1.4420	 0.5910 
1.4420	 0.5910		1.4410	 0.6640  UPPER INNER TARGET
1.4410	 0.6640		1.4220	 0.7520 
1.4220	 0.7520		1.3950	 0.8130 
1.3950	 0.8130		1.3000	 0.9900 
1.3000	 0.9900		1.3200	 0.9870 
1.3200	 0.9870		1.4510	 0.9550  UPPER DOME
1.4510	 0.9550		1.5200	 0.9480 
1.5200	 0.9480		1.5780	 0.9630 
1.5780	 0.9630		1.6460	 1.0100 
1.6460	 1.0100		1.6760	 1.0500 
1.6760	 1.0500		1.7560	 1.1910 
1.7560	 1.1910  	1.7630   1.2030 
1.7630	 1.2030		1.7700	 1.1696  UPPER OUTER TARGET
1.7700	 1.1696		1.8050	 1.0190 
1.8050	 1.0190		1.8220	 0.9680 
1.8220	 0.9680		1.8600	 0.9000 
1.8600	 0.9000		1.8930	 0.8620 
1.8930	 0.8620		2.2200	 0.5420 
2.2200	 0.5420		2.2610	 0.5110 
2.2610	 0.5110		2.3010	 0.4940 
2.3010	 0.4940		2.3600	 0.4850 
2.3600	 0.4850		2.6330	 0.4850 
2.6330	 0.4850		2.6861	 0.3322 
2.6861	 0.3322		2.7190	 0.1675  VACUUM VESSEL WALL
2.7190	 0.1675		2.7300	 0.0000 
2.7300	 0.0000		2.7190	-0.1675
2.7190	-0.1675		2.6861	-0.3322
2.6861	-0.3322		2.6330	-0.4850
2.6330	-0.4850		2.3600	-0.4850  LOWER OUTER TARGET
2.3600	-0.4850		2.3010	-0.4940
2.3010	-0.4940		2.2610	-0.5110
2.2610	-0.5110		2.2200	-0.5420
2.2200	-0.5420		1.8930	-0.8620
1.8930	-0.8620		1.8600	-0.9000
1.8600	-0.9000		1.8220	-0.9680
1.8220	-0.9680		1.8050	-1.0190
1.8050	-1.0190		1.7875	-1.0943
1.7875	-1.0943 	1.7700	-1.1696
1.7700	-1.1696		1.7630	-1.2030
1.7630	-1.2030		1.7560	-1.1910

		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
