* Outer target profiles, from i-fwp-0111a
{NUMBER OF COLUMNS}  11
*  ir  sol      rho     PSIn       Te        Ti          Ne        Jsat          v     M           p
{DATA LIST}   
   40   28 -0.01471   0.9953   0.1433    0.1422  1.0815E+19  3.5699E+03   2.06E+03  0.56  4.0467E+18       
   41   28 -0.01343   0.9959   0.1595    0.1594  1.7163E+19  6.6754E+03   2.43E+03  0.62  7.5848E+18       
   42   28 -0.01215   0.9964   0.1933    0.1928  3.0720E+19  1.2892E+04   2.62E+03  0.61  1.6262E+19       
   43   28 -0.01087   0.9969   0.2482    0.2460  4.6898E+19  2.4687E+04   3.29E+03  0.68  3.3748E+19       
   44   28 -0.00959   0.9974   0.3249    0.3182  7.8306E+19  5.0358E+04   4.01E+03  0.72  7.6703E+19       
   45   28 -0.00831   0.9979   0.4202    0.4147  1.2068E+20  8.9660E+04   4.64E+03  0.73  1.5496E+20       
   46   28 -0.00703   0.9983   0.4610    0.4528  1.7894E+20  1.3864E+05   4.84E+03  0.73  2.5090E+20       
   47   28 -0.00575   0.9987   0.5230    0.5153  2.7349E+20  2.3179E+05   5.29E+03  0.75  4.4377E+20       
   48   28 -0.00448   0.9991   0.5906    0.5837  4.0349E+20  3.6239E+05   5.61E+03  0.75  7.3863E+20       
   49   28 -0.00320   0.9994   0.6440    0.6366  5.7932E+20  5.4529E+05   5.88E+03  0.75  1.1594E+21       
   50   28 -0.00192   0.9997   0.7098    0.7014  7.7554E+20  7.8092E+05   6.29E+03  0.76  1.7342E+21       
   51   28 -0.00064   0.9999   0.7601    0.7544  1.0303E+21  1.0251E+06   6.21E+03  0.73  2.3901E+21
   14   28  0.00064   1.0002   0.8220    0.8154  1.4923E+21  1.5607E+06   6.53E+03  0.74  3.7713E+21
   15   28  0.00223   1.0006   0.9927    0.9891  2.5048E+21  2.9726E+06   7.41E+03  0.76  7.8339E+21       
   16   28  0.00443   1.0012   1.6662    1.6967  2.4111E+21  3.9236E+06   1.02E+04  0.80  1.3303E+22       
   17   28  0.00715   1.0020   4.7635    4.0172  1.0865E+21  2.3752E+06   1.36E+04  0.67  1.3764E+22       
   18   28  0.01036   1.0029   9.1575    5.6621  4.3085E+20  1.2961E+06   1.88E+04  0.70  9.5569E+21       
   19   28  0.01400   1.0039  10.2836    7.4012  2.5802E+20  8.9245E+05   2.16E+04  0.74  7.0743E+21       
   20   28  0.01801   1.0050   9.6169    7.1107  1.9121E+20  6.8188E+05   2.23E+04  0.79  5.1768E+21       
   21   28  0.02233   1.0063   9.7134    8.1507  1.2461E+20  4.7530E+05   2.38E+04  0.81  3.7010E+21       
   22   28  0.02691   1.0076  10.3241    9.6216  7.8914E+19  3.2804E+05   2.59E+04  0.84  2.6834E+21       
   23   28  0.03170   1.0089   9.7196   10.3374  5.4382E+19  2.3298E+05   2.67E+04  0.86  1.9028E+21       
   24   28  0.03666   1.0104  10.5507   13.3472  3.2281E+19  1.5242E+05   2.95E+04  0.87  1.3569E+21       
   25   28  0.04172   1.0118  10.4379   14.9434  1.9787E+19  9.8596E+04   3.11E+04  0.89  9.0191E+20       
   26   28  0.04683   1.0133   8.6819   15.4133  1.3942E+19  6.9020E+04   3.09E+04  0.91  6.1392E+20       
   27   28  0.05194   1.0148   8.8581   18.4689  8.3865E+18  4.3866E+04   3.27E+04  0.90  4.1584E+20       
   28   28  0.05701   1.0162   9.8147   21.3014  4.4413E+18  2.4705E+04   3.47E+04  0.90  2.5000E+20       
   29   28  0.06197   1.0177  10.0478   22.2631  3.3756E+18  1.8977E+04   3.51E+04  0.89  1.9586E+20       
   30   28  0.06676   1.0191   9.3481   21.1153  2.4693E+18  1.3673E+04   3.46E+04  0.90  1.3681E+20       
   31   28  0.07135   1.0204   9.9939   23.2736  1.5099E+18  8.6688E+03   3.58E+04  0.90  9.0721E+19       
   32   28  0.07566   1.0216   9.3375   22.3050  1.1253E+18  6.3011E+03   3.50E+04  0.90  6.4311E+19       
   33   28  0.07964   1.0228   8.6205   21.3661  9.3665E+17  5.0983E+03   3.40E+04  0.90  5.0664E+19       
   34   28  0.08325   1.0238   7.9911   19.4692  7.1490E+17  3.7161E+03   3.24E+04  0.89  3.5346E+19       
   35   28  0.08643   1.0248   7.6720   17.6124  5.2019E+17  2.6125E+03   3.13E+04  0.90  2.3827E+19       
   36   28  0.08911   1.0255   7.4270   15.0040  3.3502E+17  1.5981E+03   2.98E+04  0.91  1.3717E+19       
   37   28  0.09126   1.0262   7.1895   11.3582  1.6651E+17  7.2751E+02   2.73E+04  0.91  5.6743E+18       
{END}


