Parameter fuer die tot-gleichung: 31. ,  1. ,  0.086 ,  1. ,  1.55 ,  0.5
Process 1:  e + CH_4^+ -> e + CH_3^+ + H^+ + e         Eopt= 4 Ek= 11.78
Process 2:  e + CH_4^+ -> e + CH_2^+ + H + H^+ + e     Eopt= 4 Ek= 11.78
Process 3:  e + CH_4^+ -> e + CH^+ + H_2 + H^+ + e     Eopt= 4 Ek= 11.78
Process 4:  e + CH_4^+ -> e + C^+ + H_2 + H + H^+ + e  Eopt= 4 Ek= 11.78
Process 5:  e + CH_3^+ -> e + CH_2^+ + H^+ + e         Eopt= 4 Ek= 11.78
Process 6:  e + CH_3^+ -> e + CH^+ + H + H^+ + e       Eopt= 4 Ek= 11.78
Process 7:  e + CH_3^+ -> e + C^+ + H_2 + H^+ + e      Eopt= 4 Ek= 11.78
Process 8:  e + CH_2^+ -> e + CH^+ + H^+ + e           Eopt= 4 Ek= 11.78
Process 9:  e + CH_2^+ -> e + C^+ + H + H^+ + e        Eopt= 4 Ek= 11.78
Process 10:  e + CH^+   -> e + C^+ + H^+ + e           Eopt= 4 Ek= 11.78

                Process 1     Process 2     Process 3     Process 4     Process 5     Process 6     Process 7     Process 8     Process 9     Process 10 
     RDE       3.300000E-01  2.400000E-01  2.300000E-01  2.000000E-01  3.900000E-01  3.000000E-01  3.100000E-01  5.500000E-01  4.500000E-01  1.000000E+00
     eth                                                                                                                                                 
      E      
 1.000000E-01  5.857423E-128  3.258212E-149  8.046086E-152  1.459510E-167  2.568919E-144  2.882215E-164  1.146004E-160  1.862954E-142  1.572504E-156  4.397724E-136
 1.123655E-01  5.600136E-115  1.028162E-133  4.966563E-136  5.107210E-150  1.539302E-129  4.097760E-147  6.398468E-144  7.187824E-128  3.122451E-140  3.595168E-122
 1.262600E-01  2.022710E-103  6.353771E-120  5.575895E-122  2.083853E-134  2.210005E-116  7.503959E-132  5.100721E-129  6.974707E-115  9.920544E-126  8.767967E-110
 1.418727E-01  3.957897E-93  1.185489E-107  1.769692E-109  1.618186E-120  1.146239E-104  2.857552E-118  9.267733E-116  2.552635E-103  7.950511E-113  9.388728E-99
 1.594159E-01  5.782478E-84  9.817090E-97  2.351083E-98  3.698513E-108  3.095003E-94  3.465806E-106  5.819355E-104  5.053781E-93  2.409957E-101  6.226019E-89
 1.791284E-01  8.392096E-76  5.083945E-87  1.854100E-88  3.667634E-97  6.022494E-85  1.956581E-95  1.829031E-93  7.461071E-84  3.962406E-91  3.472465E-80
 2.012785E-01  1.559823E-68  2.234001E-78  1.184433E-79  2.228872E-87  1.127985E-76  7.206489E-86  4.001281E-84  1.092932E-75  4.870803E-82  2.138881E-72
 2.261676E-01  4.655057E-62  1.092905E-70  8.082847E-72  1.128764E-78  2.630819E-69  2.338831E-77  8.170438E-76  2.048278E-68  5.956114E-74  1.854101E-65
 2.541343E-01  2.727760E-56  7.580126E-64  7.537721E-65  6.262280E-71  9.608962E-63  8.739430E-70  2.021996E-68  6.157909E-62  9.341882E-67  2.806511E-59
 2.855592E-01  3.753926E-51  9.242654E-58  1.195970E-58  4.855085E-64  6.739705E-57  4.770467E-63  7.651570E-62  3.632090E-56  2.356483E-60  8.987970E-54
 3.208700E-01  1.422884E-46  2.399388E-52  3.923911E-53  6.532646E-58  1.088463E-51  4.701611E-57  5.445067E-56  5.027645E-51  1.169231E-54  7.224620E-49
 3.605471E-01  1.711760E-42  1.572538E-47  3.166909E-48  1.849916E-52  4.757139E-47  1.010270E-51  8.760062E-51  1.915566E-46  1.365137E-49  1.696894E-44
 4.051305E-01  7.414985E-39  3.028137E-43  7.338005E-44  1.308932E-47  6.496281E-43  5.597914E-47  3.753539E-46  2.315105E-42  4.399185E-45  1.333333E-40
 4.552268E-01  1.294019E-35  1.960915E-39  5.601161E-40  2.695996E-43  3.150096E-39  9.287391E-43  4.956333E-42  1.006971E-38  4.509778E-41  3.953248E-37
 5.115178E-01  1.005380E-32  4.815520E-36  1.591850E-36  1.851820E-39  6.077963E-36  5.269757E-39  2.296470E-38  1.763715E-35  1.668850E-37  4.922996E-34
 5.747694E-01  3.800984E-30  4.990986E-33  1.878342E-33  4.787458E-36  5.163662E-33  1.151124E-35  4.191227E-35  1.374750E-32  2.494718E-34  2.832488E-31
 6.458424E-01  7.568298E-28  2.401281E-30  1.013961E-30  5.188123E-33  2.113815E-30  1.075590E-32  3.339553E-32  5.212403E-30  1.665194E-31  8.196181E-29
 7.257040E-01  8.515505E-26  5.837501E-28  2.729863E-28  2.593860E-30  4.517687E-28  4.721694E-30  1.273157E-29  1.040517E-27  5.425862E-29  1.286297E-26
 8.154407E-01  5.764151E-24  7.732321E-26  3.958360E-26  6.515859E-28  5.413738E-26  1.058612E-27  2.519616E-27  1.173399E-25  9.343354E-27  1.170913E-24
 9.162739E-01  2.481851E-22  5.968519E-24  3.310256E-24  8.873033E-26  3.876011E-24  1.305702E-25  2.783366E-25  7.958738E-24  9.125406E-25  6.563172E-23
 1.029576E+00  7.142718E-21  2.850164E-22  1.696818E-22  7.008289E-24  1.754339E-22  9.465792E-24  1.830853E-23  3.432881E-22  5.383097E-23  2.388897E-21
 1.156888E+00  1.436000E-19  8.880589E-21  5.628452E-21  3.409820E-22  5.278486E-21  4.278169E-22  7.595666E-22  9.895374E-21  2.028414E-21  5.919929E-20
 1.299942E+00  2.097436E-18  1.893069E-19  1.267914E-19  1.078204E-20  1.104055E-19  1.270343E-20  2.091918E-20  1.992185E-19  5.131752E-20  1.041704E-18
 1.460686E+00  2.304751E-17  2.879833E-18  2.024901E-18  2.324010E-19  1.670442E-18  2.596683E-19  4.002962E-19  2.913396E-18  9.112072E-19  1.351252E-17
 1.641307E+00  1.965359E-16  3.246042E-17  2.382026E-17  3.562756E-18  1.894071E-17  3.808862E-18  5.542287E-18  3.204844E-17  1.181259E-17  1.335828E-16
 1.844263E+00  1.337007E-15  2.803122E-16  2.135535E-16  4.034270E-17  1.660934E-16  4.160140E-17  5.756220E-17  2.735522E-16  1.157949E-16  1.036687E-15
 2.072315E+00  7.436405E-15  1.910495E-15  1.503993E-15  3.489735E-16  1.158391E-15  3.496587E-16  4.630885E-16  1.862499E-15  8.855281E-16  6.484322E-15
 2.328566E+00  3.456314E-14  1.055247E-14  8.548174E-15  2.376192E-15  6.587408E-15  2.328696E-15  2.969349E-15  1.036678E-14  5.431602E-15  3.346362E-14
 2.616505E+00  1.368728E-13  4.835961E-14  4.016098E-14  1.308021E-14  3.122801E-14  1.261286E-14  1.556477E-14  4.821373E-14  2.738841E-14  1.454848E-13
 2.940048E+00  4.698647E-13  1.877634E-13  1.593303E-13  5.960742E-14  1.258615E-13  5.685781E-14  6.821685E-14  1.910355E-13  1.160433E-13  5.428020E-13
 3.303599E+00  1.419866E-12  6.292229E-13  5.439823E-13  2.296735E-13  4.388957E-13  2.177528E-13  2.550314E-13  6.561082E-13  4.212292E-13  1.766835E-12
 3.712105E+00  3.828855E-12  1.850224E-12  1.625443E-12  7.624386E-13  1.344957E-12  7.215310E-13  8.278560E-13  1.983467E-12  1.332724E-12  5.091431E-12
 4.171125E+00  9.326272E-12  4.844212E-12  4.314661E-12  2.217365E-12  3.672344E-12  2.102284E-12  2.370328E-12  5.350491E-12  3.731753E-12  1.315912E-11
 4.686904E+00  2.074204E-11  1.144020E-11  1.031011E-11  5.733967E-12  9.045018E-12  5.463915E-12  6.070296E-12  1.303630E-11  9.373630E-12  3.085912E-11
