Process 1:  p + C  ->  H + C^+         Eopt= 3 Ek= 2.33
Process 2:  p + CH    ->  H + CH^+     Eopt= 3 Ek= 2.78
Process 3:  p + CH_2  ->  H + CH_2^+   Eopt= 3 Ek= 3.2
Process 4:  p + CH_3  ->  H + CH_3^+   Eopt= 3 Ek= 3.78
Process 5:  p + CH_4  ->  H + CH_4^+   Eopt= 3 Ek= 1.1

                Process 1     Process 2     Process 3     Process 4     Process 5  
     A_1       2.683800E+02  4.280000E+00  7.320000E+00  1.700000E+01  3.930000E+00
     A_2       1.200000E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
     A_3      -1.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
     A_4       1.140000E+09  1.000000E+00  1.000000E+00  1.000000E+00  1.000000E+00
     A_5      -3.020000E+00  5.000000E-01  5.000000E-01  5.000000E-01  5.000000E-01
     A_6       0.000000E+00  1.000000E-03  5.000000E-03  3.850000E+02  4.450000E+02
     A_7       0.000000E+00  3.000000E+00  3.000000E+00  2.500000E+00  2.300000E+00
     B_1       1.420000E+01  2.020000E+01  2.095000E+01  5.130000E+01  4.620000E+01
     B_2       6.860000E+02  5.300000E+00  1.550000E+00  0.000000E+00  0.000000E+00
     B_3       1.000000E+00  3.500000E-01  5.700000E-01  0.000000E+00  0.000000E+00
     B_4       0.000000E+00  0.000000E+00  0.000000E+00  9.600000E-02  9.400000E-02
     B_5       1.960000E-09  1.120000E-06  2.350000E-07  2.000000E-09  9.000000E-06
     B_6       2.000000E+00  1.450000E+00  1.550000E+00  2.000000E+00  1.200000E+00
     B_7       4.710000E-23  1.100000E-20  5.860000E-21  5.500000E-21  2.845000E-18
     B_8       4.500000E+00  4.300000E+00  4.260000E+00  4.300000E+00  3.800000E+00
     B_9       0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  5.810000E-22
     B_10       0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  4.400000E+00

Prozess 1:  p + C  ->  H + C^+ 

                        0.1           0.5             1             2             5            10            20            50           100          1000
 1.000000E-01  3.297521E-19  6.008288E-19  1.060302E-18  2.463948E-18  1.226322E-17  6.029644E-17  3.939862E-16  6.418370E-15  6.013778E-14  7.519810E-11
 1.123655E-01  4.871010E-19  8.415073E-19  1.425653E-18  3.151260E-18  1.457047E-17  6.790080E-17  4.243763E-16  6.646732E-15  6.124230E-14  7.531932E-11
 1.262600E-01  7.208852E-19  1.185329E-18  1.931301E-18  4.066003E-18  1.747434E-17  7.711030E-17  4.600900E-16  6.908475E-15  6.249552E-14  7.545577E-11
 1.418727E-01  1.068672E-18  1.678608E-18  2.635195E-18  5.291742E-18  2.115421E-17  8.832872E-17  5.022362E-16  7.209125E-15  6.391904E-14  7.560938E-11
 1.594159E-01  1.586626E-18  2.389149E-18  3.620519E-18  6.945203E-18  2.584984E-17  1.020768E-16  5.521957E-16  7.555280E-15  6.553801E-14  7.578235E-11
 1.791284E-01  2.358758E-18  3.416453E-18  5.007122E-18  9.190214E-18  3.188339E-17  1.190301E-16  6.116971E-16  7.954850E-15  6.738178E-14  7.597717E-11
 2.012785E-01  3.510763E-18  4.906835E-18  6.968256E-18  1.225778E-17  3.969031E-17  1.400695E-16  6.829165E-16  8.417362E-15  6.948473E-14  7.619666E-11
 2.261676E-01  5.230758E-18  7.075855E-18  9.755156E-18  1.647506E-17  4.986222E-17  1.663506E-16  7.686081E-16  8.954347E-15  7.188726E-14  7.644404E-11
 2.541343E-01  7.800320E-18  1.024160E-17  1.373317E-17  2.230732E-17  6.320736E-17  1.993977E-16  8.722769E-16  9.579827E-15  7.463703E-14  7.672292E-11
 2.855592E-01  1.164094E-17  1.487415E-17  1.943500E-17  3.041886E-17  8.083556E-17  2.412327E-16  9.984078E-16  1.031093E-14  7.779049E-14  7.703746E-11
 3.208700E-01  1.738352E-17  2.166899E-17  2.763911E-17  4.176155E-17  1.042785E-16  2.945519E-16  1.152771E-15  1.116870E-14  8.141472E-14  7.739237E-11
 3.605471E-01  2.597232E-17  3.165622E-17  3.948553E-17  5.770402E-17  1.356605E-16  3.629706E-16  1.342829E-15  1.217908E-14  8.558983E-14  7.779300E-11
 4.051305E-01  3.882025E-17  4.636276E-17  5.664677E-17  8.022018E-17  1.779411E-16  4.513620E-16  1.578289E-15  1.337427E-14  9.041183E-14  7.824551E-11
 4.552268E-01  5.804079E-17  6.805342E-17  8.158036E-17  1.121650E-16  2.352625E-16  5.663285E-16  1.871841E-15  1.479438E-14  9.599630E-14  7.875690E-11
 5.115178E-01  8.679405E-17  1.000889E-16  1.179020E-16  1.576778E-16  3.134460E-16  7.168598E-16  2.240160E-15  1.648964E-14  1.024830E-13  7.933520E-11
 5.747694E-01  1.298025E-16  1.474575E-16  1.709368E-16  2.227738E-16  4.207049E-16  9.152559E-16  2.705278E-15  1.852331E-14  1.100415E-13  7.998964E-11
 6.458424E-01  1.941191E-16  2.175633E-16  2.485339E-16  3.162105E-16  5.686697E-16  1.178423E-15  3.296444E-15  2.097534E-14  1.188790E-13  8.073081E-11
 7.257040E-01  2.902684E-16  3.213954E-16  3.622690E-16  4.507582E-16  7.738644E-16  1.529701E-15  4.052679E-15  2.394739E-14  1.292487E-13  8.157093E-11
 8.154407E-01  4.339422E-16  4.752575E-16  5.292180E-16  6.450622E-16  1.059836E-15  2.001445E-15  5.026290E-15  2.756923E-14  1.414626E-13  8.252409E-11
 9.162739E-01  6.485111E-16  7.033254E-16  7.745720E-16  9.263711E-16  1.460227E-15  2.638679E-15  6.287710E-15  3.200734E-14  1.559060E-13  8.360658E-11
 1.029576E+00  9.687392E-16  1.041421E-15  1.135484E-15  1.334532E-15  2.023215E-15  3.504281E-15  7.932188E-15  3.747622E-14  1.730566E-13  8.483731E-11
 1.156888E+00  1.446268E-15  1.542570E-15  1.666722E-15  1.927831E-15  2.817919E-15  4.686336E-15  1.008906E-14  4.425349E-14  1.935099E-13  8.623822E-11
 1.299942E+00  2.157684E-15  2.285169E-15  2.448954E-15  2.791521E-15  3.943650E-15  6.308593E-15  1.293459E-14  5.269985E-14  2.180102E-13  8.783487E-11
 1.460686E+00  3.216369E-15  3.384953E-15  3.600871E-15  4.050245E-15  5.543247E-15  8.545313E-15  1.670986E-14  6.328592E-14  2.474916E-13  8.965708E-11
