* MAST poloidal field coil layout
*
* moved lower P3 up a bit to improve accuracy on the near side camera views -- it only had to go up by 3 mm -SL, 30/04/2010
*
* MAST P2 coil, upper divertor
0.4250  1.9050  
0.5700  1.9050  
0.5700  1.6000
0.4250  1.6000
0.4250  1.9050  
* MAST P2 plate, upper divertor
0.2900  1.6730  
0.4160  1.5470
0.5770  1.5470
0.7830  1.7160
* MAST P3 coil, upper 
1.0400  1.0500 
1.0400  1.1400
1.0600  1.1600
1.1300  1.1600  
1.1500  1.1400
1.1500  1.0500
1.1300  1.0300
1.0600  1.0300
1.0400  1.0500
1.0400  1.0500 
* MAST P4 coil, upper
1.4100  1.1900  
1.5950  1.1900 
1.5950  1.0050 
1.4100  1.0050  
1.4100  1.1900
* MAST P5 coil, upper
1.5550  0.5950   1.5600  0.5900  ; updated from LEON invessel_sl.pro, -SL, 12/05/2010 
1.7450  0.5950   1.7450  0.5900
1.7450  0.4050   1.7450  0.4050
1.5550  0.4050   1.5600  0.4050
1.5550  0.5950   1.5600  0.5900
* MAST P6 coil, upper 
1.4100  0.9700  
1.4750  0.9700  
1.4750  0.8200
1.4100  0.8200 
1.4100  0.9700  
*
* MAST P2 coil, lower divertor
0.4250 -1.9050  
0.5700 -1.9050  
0.5700 -1.6000
0.4250 -1.6000
0.4250 -1.9050  
* MAST P2 plate, lower divertor
0.2900 -1.6730  
0.4160 -1.5470
0.5770 -1.5470
0.7830 -1.7160
* MAST P3 coil, lower 
1.0400 -1.0370 
1.0400 -1.1270
1.0600 -1.1470
1.1300 -1.1470  
1.1500 -1.1270
1.1500 -1.0370
1.1300 -1.0170
1.0600 -1.0170
1.0400 -1.0370
1.0400 -1.0370 
* MAST P4 coil, lower
1.4100 -1.1900  
1.5950 -1.1900 
1.5950 -1.0050 
1.4100 -1.0050  
1.4100 -1.1900
* MAST P5 coil, lower
1.5550 -0.5950   1.5600 -0.5900  ; updated from LEON invessel_sl.pro, -SL, 12/05/2010 
1.7450 -0.5950   1.7450 -0.5900
1.7450 -0.4050   1.7450 -0.4050
1.5550 -0.4050   1.5600 -0.4050
1.5550 -0.5950   1.5600 -0.5900
* MAST P6 coil, lower 
1.4100 -0.9700  
1.4750 -0.9700  
1.4750 -0.8200
1.4100 -0.8200 
1.4100 -0.9700  
