    3   16   25    1    3     /LITHIUM            /GCR PROJECT      
--------------------------------------------------------------------------------
   8.00000   8.69897   9.00000   9.69897  10.00000  10.69897  11.00000  11.69897
  12.00000  12.69897  13.00000  13.69897  14.00000  14.69897  15.00000  15.69897
  -0.69877  -0.52268  -0.30083  -0.15470   0.00020   0.47732   0.69917   0.84530
   1.00020   1.30123   1.47732   1.60226   1.69917   1.77835   1.84530   1.95444
   2.00020   2.47732   2.69917   2.84530   3.00020   3.47732   3.69917   3.84530
   4.00020
 -12.34297 -12.34238 -12.34195 -12.34189 -12.34126 -12.34006 -12.33962 -12.33675
 -12.33520 -12.33092 -12.32810 -12.31974 -12.31484 -12.29921 -12.29040 -12.26147
 -12.44284 -12.44227 -12.44186 -12.44158 -12.44110 -12.44044 -12.44012 -12.43855
 -12.43752 -12.43445 -12.43241 -12.42608 -12.42305 -12.41254 -12.40636 -12.38630
 -12.52168 -12.52193 -12.52195 -12.52044 -12.51990 -12.52005 -12.51948 -12.51850
 -12.51790 -12.51553 -12.51398 -12.50887 -12.50707 -12.49984 -12.49486 -12.47997
 -12.58746 -12.58792 -12.58808 -12.58665 -12.58623 -12.58668 -12.58586 -12.58470
 -12.58458 -12.58237 -12.58133 -12.57778 -12.57635 -12.57083 -12.56687 -12.55550
 -12.64402 -12.64421 -12.64428 -12.64376 -12.64357 -12.64391 -12.64301 -12.64148
 -12.64175 -12.63959 -12.63896 -12.63689 -12.63552 -12.63074 -12.62776 -12.61900
 -12.73746 -12.73735 -12.73731 -12.73760 -12.73762 -12.73771 -12.73717 -12.73606
 -12.73638 -12.73523 -12.73467 -12.73341 -12.73287 -12.72880 -12.72720 -12.72206
 -12.77727 -12.77719 -12.77716 -12.77737 -12.77740 -12.77743 -12.77715 -12.77657
 -12.77672 -12.77625 -12.77548 -12.77391 -12.77393 -12.77025 -12.76908 -12.76526
 -13.22497 -13.22497 -13.22498 -13.22496 -13.22497 -13.22493 -13.22511 -13.22531
 -13.22558 -13.22578 -13.22579 -13.22691 -13.22714 -13.22720 -13.22791 -13.22920
 -13.45297 -13.45297 -13.45297 -13.45297 -13.45297 -13.45297 -13.45295 -13.45295
 -13.45291 -13.45410 -13.45449 -13.45419 -13.45463 -13.45643 -13.45732 -13.45885
 -13.61038 -13.61038 -13.61038 -13.61038 -13.61038 -13.61040 -13.61039 -13.61043
 -13.61034 -13.61075 -13.61073 -13.61213 -13.61252 -13.61403 -13.61529 -13.61761
 -13.78404 -13.78403 -13.78403 -13.78404 -13.78400 -13.78394 -13.78395 -13.78394
 -13.78395 -13.78372 -13.78359 -13.78395 -13.78517 -13.78681 -13.78825 -13.79000
 -14.37464 -14.37464 -14.37464 -14.37464 -14.37464 -14.37463 -14.37465 -14.37457
 -14.37488 -14.37533 -14.37550 -14.37660 -14.37696 -14.37844 -14.37963 -14.38240
 -14.70742 -14.70741 -14.70741 -14.70741 -14.70741 -14.70741 -14.70743 -14.70735
 -14.70765 -14.70810 -14.70827 -14.70937 -14.70973 -14.71122 -14.71240 -14.71518
 -14.92661 -14.92660 -14.92660 -14.92660 -14.92660 -14.92660 -14.92662 -14.92654
 -14.92684 -14.92730 -14.92746 -14.92857 -14.92893 -14.93041 -14.93159 -14.93437
 -15.15896 -15.15895 -15.15896 -15.15896 -15.15896 -15.15895 -15.15897 -15.15889
 -15.15919 -15.15965 -15.15982 -15.16092 -15.16128 -15.16276 -15.16395 -15.16672
C-------------------------------------------------------------------------------
C
C     RATE COEFFICIENTS IN UNITS OF CM**3 S-1 
C     --------------------------------------- 
C
C     INPUT DATA
C         FOR YEAR: 96 AND WITH PREFIX:   
C         FOR li RECOMBINING ION CHARGE(S)  1 TO  3
C
C     CODE     : ADAS404
C     PRODUCER : Martin O'Mullane              
C     DATE     : 11/11/02
C
C-------------------------------------------------------------------------------
 
C---------------------------------------------------------------------------------
C ADAS ADF11 DATA - SCCS info: @(#)$Header: /home/adascvs/adas/adf11/acd96/acd96_li.dat,v 2.1 2004/07/07 00:02:06 whitefor Exp $ Date $Date: 2004/07/07 00:02:06 $
C---------------------------------------------------------------------------------
