    3   26   48    1    3     /LITHIUM            /ABELS-VAN MAANEN 1985   ADF11
  -6.90816  -6.90816  -6.90816  -6.90816  -6.90816  -6.90816  -6.90816  -6.90816
  -6.90816  -6.90816  -6.90816  -6.90816  -6.90816  -6.90816  -6.90816  -6.90816
  -6.90816  -6.90816
  -6.90740  -6.90740  -6.90740  -6.90740  -6.90740  -6.90740  -6.90740  -6.90740
  -6.90740  -6.90740  -6.90740  -6.90740  -6.90740  -6.90740  -6.90740  -6.90740
  -6.90740  -6.90740  -6.90740  -6.90740  -6.90740  -6.90740  -6.90740  -6.90740
  -6.90740  -6.90740
  -6.91058  -6.91058  -6.91058  -6.91058  -6.91058  -6.91058  -6.91058  -6.91058
  -6.91058  -6.91058  -6.91058  -6.91058  -6.91058  -6.91058  -6.91058  -6.91058
  -6.91058  -6.91058  -6.91058  -6.91058  -6.91058  -6.91058  -6.91058  -6.91058
  -6.91058  -6.91058
  -6.91716  -6.91716  -6.91716  -6.91716  -6.91716  -6.91716  -6.91716  -6.91716
  -6.91716  -6.91716  -6.91716  -6.91716  -6.91716  -6.91716  -6.91716  -6.91716
  -6.91716  -6.91716  -6.91716  -6.91716  -6.91716  -6.91716  -6.91716  -6.91716
  -6.91716  -6.91716
  -6.92671  -6.92671  -6.92671  -6.92671  -6.92671  -6.92671  -6.92671  -6.92671
  -6.92671  -6.92671  -6.92671  -6.92671  -6.92671  -6.92671  -6.92671  -6.92671
  -6.92671  -6.92671  -6.92671  -6.92671  -6.92671  -6.92671  -6.92671  -6.92671
  -6.92671  -6.92671
  -6.93889  -6.93889  -6.93889  -6.93889  -6.93889  -6.93889  -6.93889  -6.93889
  -6.93889  -6.93889  -6.93889  -6.93889  -6.93889  -6.93889  -6.93889  -6.93889
  -6.93889  -6.93889  -6.93889  -6.93889  -6.93889  -6.93889  -6.93889  -6.93889
  -6.93889  -6.93889
  -6.95345  -6.95345  -6.95345  -6.95345  -6.95345  -6.95345  -6.95345  -6.95345
  -6.95345  -6.95345  -6.95345  -6.95345  -6.95345  -6.95345  -6.95345  -6.95345
  -6.95345  -6.95345  -6.95345  -6.95345  -6.95345  -6.95345  -6.95345  -6.95345
  -6.95345  -6.95345
  -6.97016  -6.97016  -6.97016  -6.97016  -6.97016  -6.97016  -6.97016  -6.97016
  -6.97016  -6.97016  -6.97016  -6.97016  -6.97016  -6.97016  -6.97016  -6.97016
  -6.97016  -6.97016  -6.97016  -6.97016  -6.97016  -6.97016  -6.97016  -6.97016
  -6.97016  -6.97016
  -6.98884  -6.98884  -6.98884  -6.98884  -6.98884  -6.98884  -6.98884  -6.98884
  -6.98884  -6.98884  -6.98884  -6.98884  -6.98884  -6.98884  -6.98884  -6.98884
  -6.98884  -6.98884  -6.98884  -6.98884  -6.98884  -6.98884  -6.98884  -6.98884
  -6.98884  -6.98884
  -7.00931  -7.00931  -7.00931  -7.00931  -7.00931  -7.00931  -7.00931  -7.00931
  -7.00931  -7.00931  -7.00931  -7.00931  -7.00931  -7.00931  -7.00931  -7.00931
  -7.00931  -7.00931  -7.00931  -7.00931  -7.00931  -7.00931  -7.00931  -7.00931
  -7.00931  -7.00931
  -7.03144  -7.03144  -7.03144  -7.03144  -7.03144  -7.03144  -7.03144  -7.03144
  -7.03144  -7.03144  -7.03144  -7.03144  -7.03144  -7.03144  -7.03144  -7.03144
  -7.03144  -7.03144  -7.03144  -7.03144  -7.03144  -7.03144  -7.03144  -7.03144
  -7.03144  -7.03144
  -7.05508  -7.05508  -7.05508  -7.05508  -7.05508  -7.05508  -7.05508  -7.05508
  -7.05508  -7.05508  -7.05508  -7.05508  -7.05508  -7.05508  -7.05508  -7.05508
  -7.05508  -7.05508  -7.05508  -7.05508  -7.05508  -7.05508  -7.05508  -7.05508
  -7.05508  -7.05508
  -7.08011  -7.08011  -7.08011  -7.08011  -7.08011  -7.08011  -7.08011  -7.08011
  -7.08011  -7.08011  -7.08011  -7.08011  -7.08011  -7.08011  -7.08011  -7.08011
  -7.08011  -7.08011  -7.08011  -7.08011  -7.08011  -7.08011  -7.08011  -7.08011
  -7.08011  -7.08011
  -7.10642  -7.10642  -7.10642  -7.10642  -7.10642  -7.10642  -7.10642  -7.10642
  -7.10642  -7.10642  -7.10642  -7.10642  -7.10642  -7.10642  -7.10642  -7.10642
  -7.10642  -7.10642  -7.10642  -7.10642  -7.10642  -7.10642  -7.10642  -7.10642
  -7.10642  -7.10642
  -7.13389  -7.13389  -7.13389  -7.13389  -7.13389  -7.13389  -7.13389  -7.13389
  -7.13389  -7.13389  -7.13389  -7.13389  -7.13389  -7.13389  -7.13389  -7.13389
  -7.13389  -7.13389  -7.13389  -7.13389  -7.13389  -7.13389  -7.13389  -7.13389
  -7.13389  -7.13389
  -7.16242  -7.16242  -7.16242  -7.16242  -7.16242  -7.16242  -7.16242  -7.16242
  -7.16242  -7.16242  -7.16242  -7.16242  -7.16242  -7.16242  -7.16242  -7.16242
  -7.16242  -7.16242  -7.16242  -7.16242  -7.16242  -7.16242  -7.16242  -7.16242
  -7.16242  -7.16242
  -7.19194  -7.19194  -7.19194  -7.19194  -7.19194  -7.19194  -7.19194  -7.19194
  -7.19194  -7.19194  -7.19194  -7.19194  -7.19194  -7.19194  -7.19194  -7.19194
  -7.19194  -7.19194  -7.19194  -7.19194  -7.19194  -7.19194  -7.19194  -7.19194
  -7.19194  -7.19194
  -7.22236  -7.22236  -7.22236  -7.22236  -7.22236  -7.22236  -7.22236  -7.22236
  -7.22236  -7.22236  -7.22236  -7.22236  -7.22236  -7.22236  -7.22236  -7.22236
  -7.22236  -7.22236  -7.22236  -7.22236  -7.22236  -7.22236  -7.22236  -7.22236
  -7.22236  -7.22236
  -7.25360  -7.25360  -7.25360  -7.25360  -7.25360  -7.25360  -7.25360  -7.25360
  -7.25360  -7.25360  -7.25360  -7.25360  -7.25360  -7.25360  -7.25360  -7.25360
  -7.25360  -7.25360  -7.25360  -7.25360  -7.25360  -7.25360  -7.25360  -7.25360
  -7.25360  -7.25360
  -7.28562  -7.28562  -7.28562  -7.28562  -7.28562  -7.28562  -7.28562  -7.28562
  -7.28562  -7.28562  -7.28562  -7.28562  -7.28562  -7.28562  -7.28562  -7.28562
  -7.28562  -7.28562  -7.28562  -7.28562  -7.28562  -7.28562  -7.28562  -7.28562
  -7.28562  -7.28562
  -7.31833  -7.31833  -7.31833  -7.31833  -7.31833  -7.31833  -7.31833  -7.31833
  -7.31833  -7.31833  -7.31833  -7.31833  -7.31833  -7.31833  -7.31833  -7.31833
  -7.31833  -7.31833  -7.31833  -7.31833  -7.31833  -7.31833  -7.31833  -7.31833
  -7.31833  -7.31833
  -7.35171  -7.35171  -7.35171  -7.35171  -7.35171  -7.35171  -7.35171  -7.35171
  -7.35171  -7.35171  -7.35171  -7.35171  -7.35171  -7.35171  -7.35171  -7.35171
  -7.35171  -7.35171  -7.35171  -7.35171  -7.35171  -7.35171  -7.35171  -7.35171
  -7.35171  -7.35171
  -7.38569  -7.38569  -7.38569  -7.38569  -7.38569  -7.38569  -7.38569  -7.38569
  -7.38569  -7.38569  -7.38569  -7.38569  -7.38569  -7.38569  -7.38569  -7.38569
  -7.38569  -7.38569  -7.38569  -7.38569  -7.38569  -7.38569  -7.38569  -7.38569
  -7.38569  -7.38569
  -7.42024  -7.42024  -7.42024  -7.42024  -7.42024  -7.42024  -7.42024  -7.42024
  -7.42024  -7.42024  -7.42024  -7.42024  -7.42024  -7.42024  -7.42024  -7.42024
  -7.42024  -7.42024  -7.42024  -7.42024  -7.42024  -7.42024  -7.42024  -7.42024
  -7.42024  -7.42024
  -7.45531  -7.45531  -7.45531  -7.45531  -7.45531  -7.45531  -7.45531  -7.45531
  -7.45531  -7.45531  -7.45531  -7.45531  -7.45531  -7.45531  -7.45531  -7.45531
  -7.45531  -7.45531  -7.45531  -7.45531  -7.45531  -7.45531  -7.45531  -7.45531
  -7.45531  -7.45531
  -7.49088  -7.49088  -7.49088  -7.49088  -7.49088  -7.49088  -7.49088  -7.49088
  -7.49088  -7.49088  -7.49088  -7.49088  -7.49088  -7.49088  -7.49088  -7.49088
  -7.49088  -7.49088  -7.49088  -7.49088  -7.49088  -7.49088  -7.49088  -7.49088
  -7.49088  -7.49088
  -7.52691  -7.52691  -7.52691  -7.52691  -7.52691  -7.52691  -7.52691  -7.52691
  -7.52691  -7.52691  -7.52691  -7.52691  -7.52691  -7.52691  -7.52691  -7.52691
  -7.52691  -7.52691  -7.52691  -7.52691  -7.52691  -7.52691  -7.52691  -7.52691
  -7.52691  -7.52691
  -7.56338  -7.56338  -7.56338  -7.56338  -7.56338  -7.56338  -7.56338  -7.56338
  -7.56338  -7.56338  -7.56338  -7.56338  -7.56338  -7.56338  -7.56338  -7.56338
  -7.56338  -7.56338  -7.56338  -7.56338  -7.56338  -7.56338  -7.56338  -7.56338
  -7.56338  -7.56338
  -7.60025  -7.60025  -7.60025  -7.60025  -7.60025  -7.60025  -7.60025  -7.60025
  -7.60025  -7.60025  -7.60025  -7.60025  -7.60025  -7.60025  -7.60025  -7.60025
  -7.60025  -7.60025  -7.60025  -7.60025  -7.60025  -7.60025  -7.60025  -7.60025
  -7.60025  -7.60025
  -7.63751  -7.63751  -7.63751  -7.63751  -7.63751  -7.63751  -7.63751  -7.63751
  -7.63751  -7.63751  -7.63751  -7.63751  -7.63751  -7.63751  -7.63751  -7.63751
  -7.63751  -7.63751  -7.63751  -7.63751  -7.63751  -7.63751  -7.63751  -7.63751
  -7.63751  -7.63751
  -7.67512  -7.67512  -7.67512  -7.67512  -7.67512  -7.67512  -7.67512  -7.67512
  -7.67512  -7.67512  -7.67512  -7.67512  -7.67512  -7.67512  -7.67512  -7.67512
  -7.67512  -7.67512  -7.67512  -7.67512  -7.67512  -7.67512  -7.67512  -7.67512
  -7.67512  -7.67512
 --------------------/ IPRT= 1  / IGRD= 1  /IONIS   / Z1= 2   / DATE= 07.11.02
 -42.16046 -42.16046 -42.16046 -42.16046 -42.16046 -42.16046 -42.16046 -42.16046
 -42.16046 -42.16046 -42.16046 -42.16046 -42.16046 -42.16046 -42.16046 -42.16046
 -42.16046 -42.16046 -42.16046 -42.16046 -42.16046 -42.16046 -42.16046 -42.16046
 -42.16046 -42.16046
 -35.35560 -35.35560 -35.35560 -35.35560 -35.35560 -35.35560 -35.35560 -35.35560
 -35.35560 -35.35560 -35.35560 -35.35560 -35.35560 -35.35560 -35.35560 -35.35560
 -35.35560 -35.35560 -35.35560 -35.35560 -35.35560 -35.35560 -35.35560 -35.35560
 -35.35560 -35.35560
 -29.93970 -29.93970 -29.93970 -29.93970 -29.93970 -29.93970 -29.93970 -29.93970
 -29.93970 -29.93970 -29.93970 -29.93970 -29.93970 -29.93970 -29.93970 -29.93970
 -29.93970 -29.93970 -29.93970 -29.93970 -29.93970 -29.93970 -29.93970 -29.93970
 -29.93970 -29.93970
 -25.62715 -25.62715 -25.62715 -25.62715 -25.62715 -25.62715 -25.62715 -25.62715
 -25.62715 -25.62715 -25.62715 -25.62715 -25.62715 -25.62715 -25.62715 -25.62715
 -25.62715 -25.62715 -25.62715 -25.62715 -25.62715 -25.62715 -25.62715 -25.62715
 -25.62715 -25.62715
 -22.19105 -22.19105 -22.19105 -22.19105 -22.19105 -22.19105 -22.19105 -22.19105
 -22.19105 -22.19105 -22.19105 -22.19105 -22.19105 -22.19105 -22.19105 -22.19105
 -22.19105 -22.19105 -22.19105 -22.19105 -22.19105 -22.19105 -22.19105 -22.19105
 -22.19105 -22.19105
 -19.45117 -19.45117 -19.45117 -19.45117 -19.45117 -19.45117 -19.45117 -19.45117
 -19.45117 -19.45117 -19.45117 -19.45117 -19.45117 -19.45117 -19.45117 -19.45117
 -19.45117 -19.45117 -19.45117 -19.45117 -19.45117 -19.45117 -19.45117 -19.45117
 -19.45117 -19.45117
 -17.26436 -17.26436 -17.26436 -17.26436 -17.26436 -17.26436 -17.26436 -17.26436
 -17.26436 -17.26436 -17.26436 -17.26436 -17.26436 -17.26436 -17.26436 -17.26436
 -17.26436 -17.26436 -17.26436 -17.26436 -17.26436 -17.26436 -17.26436 -17.26436
 -17.26436 -17.26436
 -15.51690 -15.51690 -15.51690 -15.51690 -15.51690 -15.51690 -15.51690 -15.51690
 -15.51690 -15.51690 -15.51690 -15.51690 -15.51690 -15.51690 -15.51690 -15.51690
 -15.51690 -15.51690 -15.51690 -15.51690 -15.51690 -15.51690 -15.51690 -15.51690
 -15.51690 -15.51690
 -14.11849 -14.11849 -14.11849 -14.11849 -14.11849 -14.11849 -14.11849 -14.11849
 -14.11849 -14.11849 -14.11849 -14.11849 -14.11849 -14.11849 -14.11849 -14.11849
 -14.11849 -14.11849 -14.11849 -14.11849 -14.11849 -14.11849 -14.11849 -14.11849
 -14.11849 -14.11849
 -12.99741 -12.99741 -12.99741 -12.99741 -12.99741 -12.99741 -12.99741 -12.99741
 -12.99741 -12.99741 -12.99741 -12.99741 -12.99741 -12.99741 -12.99741 -12.99741
 -12.99741 -12.99741 -12.99741 -12.99741 -12.99741 -12.99741 -12.99741 -12.99741
 -12.99741 -12.99741
 -12.09675 -12.09675 -12.09675 -12.09675 -12.09675 -12.09675 -12.09675 -12.09675
 -12.09675 -12.09675 -12.09675 -12.09675 -12.09675 -12.09675 -12.09675 -12.09675
 -12.09675 -12.09675 -12.09675 -12.09675 -12.09675 -12.09675 -12.09675 -12.09675
 -12.09675 -12.09675
 -11.37136 -11.37136 -11.37136 -11.37136 -11.37136 -11.37136 -11.37136 -11.37136
 -11.37136 -11.37136 -11.37136 -11.37136 -11.37136 -11.37136 -11.37136 -11.37136
 -11.37136 -11.37136 -11.37136 -11.37136 -11.37136 -11.37136 -11.37136 -11.37136
 -11.37136 -11.37136
 -10.78544 -10.78544 -10.78544 -10.78544 -10.78544 -10.78544 -10.78544 -10.78544
 -10.78544 -10.78544 -10.78544 -10.78544 -10.78544 -10.78544 -10.78544 -10.78544
 -10.78544 -10.78544 -10.78544 -10.78544 -10.78544 -10.78544 -10.78544 -10.78544
 -10.78544 -10.78544
 -10.31066 -10.31066 -10.31066 -10.31066 -10.31066 -10.31066 -10.31066 -10.31066
 -10.31066 -10.31066 -10.31066 -10.31066 -10.31066 -10.31066 -10.31066 -10.31066
 -10.31066 -10.31066 -10.31066 -10.31066 -10.31066 -10.31066 -10.31066 -10.31066
 -10.31066 -10.31066
  -9.92465  -9.92465  -9.92465  -9.92465  -9.92465  -9.92465  -9.92465  -9.92465
  -9.92465  -9.92465  -9.92465  -9.92465  -9.92465  -9.92465  -9.92465  -9.92465
  -9.92465  -9.92465  -9.92465  -9.92465  -9.92465  -9.92465  -9.92465  -9.92465
  -9.92465  -9.92465
  -9.60977  -9.60977  -9.60977  -9.60977  -9.60977  -9.60977  -9.60977  -9.60977
  -9.60977  -9.60977  -9.60977  -9.60977  -9.60977  -9.60977  -9.60977  -9.60977
  -9.60977  -9.60977  -9.60977  -9.60977  -9.60977  -9.60977  -9.60977  -9.60977
  -9.60977  -9.60977
  -9.35216  -9.35216  -9.35216  -9.35216  -9.35216  -9.35216  -9.35216  -9.35216
  -9.35216  -9.35216  -9.35216  -9.35216  -9.35216  -9.35216  -9.35216  -9.35216
  -9.35216  -9.35216  -9.35216  -9.35216  -9.35216  -9.35216  -9.35216  -9.35216
  -9.35216  -9.35216
  -9.14096  -9.14096  -9.14096  -9.14096  -9.14096  -9.14096  -9.14096  -9.14096
  -9.14096  -9.14096  -9.14096  -9.14096  -9.14096  -9.14096  -9.14096  -9.14096
  -9.14096  -9.14096  -9.14096  -9.14096  -9.14096  -9.14096  -9.14096  -9.14096
  -9.14096  -9.14096
  -8.96764  -8.96764  -8.96764  -8.96764  -8.96764  -8.96764  -8.96764  -8.96764
  -8.96764  -8.96764  -8.96764  -8.96764  -8.96764  -8.96764  -8.96764  -8.96764
  -8.96764  -8.96764  -8.96764  -8.96764  -8.96764  -8.96764  -8.96764  -8.96764
  -8.96764  -8.96764
  -8.82557  -8.82557  -8.82557  -8.82557  -8.82557  -8.82557  -8.82557  -8.82557
  -8.82557  -8.82557  -8.82557  -8.82557  -8.82557  -8.82557  -8.82557  -8.82557
  -8.82557  -8.82557  -8.82557  -8.82557  -8.82557  -8.82557  -8.82557  -8.82557
  -8.82557  -8.82557
  -8.70946  -8.70946  -8.70946  -8.70946  -8.70946  -8.70946  -8.70946  -8.70946
  -8.70946  -8.70946  -8.70946  -8.70946  -8.70946  -8.70946  -8.70946  -8.70946
  -8.70946  -8.70946  -8.70946  -8.70946  -8.70946  -8.70946  -8.70946  -8.70946
  -8.70946  -8.70946
  -8.61516  -8.61516  -8.61516  -8.61516  -8.61516  -8.61516  -8.61516  -8.61516
  -8.61516  -8.61516  -8.61516  -8.61516  -8.61516  -8.61516  -8.61516  -8.61516
  -8.61516  -8.61516  -8.61516  -8.61516  -8.61516  -8.61516  -8.61516  -8.61516
  -8.61516  -8.61516
  -8.53930  -8.53930  -8.53930  -8.53930  -8.53930  -8.53930  -8.53930  -8.53930
  -8.53930  -8.53930  -8.53930  -8.53930  -8.53930  -8.53930  -8.53930  -8.53930
  -8.53930  -8.53930  -8.53930  -8.53930  -8.53930  -8.53930  -8.53930  -8.53930
  -8.53930  -8.53930
  -8.47910  -8.47910  -8.47910  -8.47910  -8.47910  -8.47910  -8.47910  -8.47910
  -8.47910  -8.47910  -8.47910  -8.47910  -8.47910  -8.47910  -8.47910  -8.47910
  -8.47910  -8.47910  -8.47910  -8.47910  -8.47910  -8.47910  -8.47910  -8.47910
  -8.47910  -8.47910
  -8.43226  -8.43226  -8.43226  -8.43226  -8.43226  -8.43226  -8.43226  -8.43226
  -8.43226  -8.43226  -8.43226  -8.43226  -8.43226  -8.43226  -8.43226  -8.43226
  -8.43226  -8.43226  -8.43226  -8.43226  -8.43226  -8.43226  -8.43226  -8.43226
  -8.43226  -8.43226
  -8.39682  -8.39682  -8.39682  -8.39682  -8.39682  -8.39682  -8.39682  -8.39682
  -8.39682  -8.39682  -8.39682  -8.39682  -8.39682  -8.39682  -8.39682  -8.39682
  -8.39682  -8.39682  -8.39682  -8.39682  -8.39682  -8.39682  -8.39682  -8.39682
  -8.39682  -8.39682
  -8.37110  -8.37110  -8.37110  -8.37110  -8.37110  -8.37110  -8.37110  -8.37110
  -8.37110  -8.37110  -8.37110  -8.37110  -8.37110  -8.37110  -8.37110  -8.37110
  -8.37110  -8.37110  -8.37110  -8.37110  -8.37110  -8.37110  -8.37110  -8.37110
  -8.37110  -8.37110
  -8.35368  -8.35368  -8.35368  -8.35368  -8.35368  -8.35368  -8.35368  -8.35368
  -8.35368  -8.35368  -8.35368  -8.35368  -8.35368  -8.35368  -8.35368  -8.35368
  -8.35368  -8.35368  -8.35368  -8.35368  -8.35368  -8.35368  -8.35368  -8.35368
  -8.35368  -8.35368
  -8.34332  -8.34332  -8.34332  -8.34332  -8.34332  -8.34332  -8.34332  -8.34332
  -8.34332  -8.34332  -8.34332  -8.34332  -8.34332  -8.34332  -8.34332  -8.34332
  -8.34332  -8.34332  -8.34332  -8.34332  -8.34332  -8.34332  -8.34332  -8.34332
  -8.34332  -8.34332
  -8.33900  -8.33900  -8.33900  -8.33900  -8.33900  -8.33900  -8.33900  -8.33900
  -8.33900  -8.33900  -8.33900  -8.33900  -8.33900  -8.33900  -8.33900  -8.33900
  -8.33900  -8.33900  -8.33900  -8.33900  -8.33900  -8.33900  -8.33900  -8.33900
  -8.33900  -8.33900
  -8.33982  -8.33982  -8.33982  -8.33982  -8.33982  -8.33982  -8.33982  -8.33982
  -8.33982  -8.33982  -8.33982  -8.33982  -8.33982  -8.33982  -8.33982  -8.33982
  -8.33982  -8.33982  -8.33982  -8.33982  -8.33982  -8.33982  -8.33982  -8.33982
  -8.33982  -8.33982
  -8.34505  -8.34505  -8.34505  -8.34505  -8.34505  -8.34505  -8.34505  -8.34505
  -8.34505  -8.34505  -8.34505  -8.34505  -8.34505  -8.34505  -8.34505  -8.34505
  -8.34505  -8.34505  -8.34505  -8.34505  -8.34505  -8.34505  -8.34505  -8.34505
  -8.34505  -8.34505
  -8.35406  -8.35406  -8.35406  -8.35406  -8.35406  -8.35406  -8.35406  -8.35406
  -8.35406  -8.35406  -8.35406  -8.35406  -8.35406  -8.35406  -8.35406  -8.35406
  -8.35406  -8.35406  -8.35406  -8.35406  -8.35406  -8.35406  -8.35406  -8.35406
  -8.35406  -8.35406
  -8.36634  -8.36634  -8.36634  -8.36634  -8.36634  -8.36634  -8.36634  -8.36634
  -8.36634  -8.36634  -8.36634  -8.36634  -8.36634  -8.36634  -8.36634  -8.36634
  -8.36634  -8.36634  -8.36634  -8.36634  -8.36634  -8.36634  -8.36634  -8.36634
  -8.36634  -8.36634
  -8.38145  -8.38145  -8.38145  -8.38145  -8.38145  -8.38145  -8.38145  -8.38145
  -8.38145  -8.38145  -8.38145  -8.38145  -8.38145  -8.38145  -8.38145  -8.38145
  -8.38145  -8.38145  -8.38145  -8.38145  -8.38145  -8.38145  -8.38145  -8.38145
  -8.38145  -8.38145
  -8.39903  -8.39903  -8.39903  -8.39903  -8.39903  -8.39903  -8.39903  -8.39903
  -8.39903  -8.39903  -8.39903  -8.39903  -8.39903  -8.39903  -8.39903  -8.39903
