* Outer target profiles, from i-fwp-4206a
{NUMBER OF COLUMNS}  11
*  ir  sol     psin      rho         jsat          ne        Te        Ti          v     M           p
{DATA LIST}   
   40   28  0.99532 -0.01419   3.4302E+03  9.8785E+18    0.2088    0.2187   2.17E+03  0.48  5.1924E+18           5.55431  -4.49632
   41   28  0.99587 -0.01296   5.1538E+03  1.5502E+19    0.1665    0.1601   2.08E+03  0.52  6.4570E+18           5.55431  -4.48485
   42   28  0.99641 -0.01172   9.9110E+03  2.3175E+19    0.1840    0.1698   2.67E+03  0.65  1.1649E+19           5.55430  -4.47344
   43   28  0.99693 -0.01049   2.0521E+04  4.5722E+19    0.1961    0.1915   2.80E+03  0.65  2.5216E+19           5.55430  -4.46223
   44   28  0.99743 -0.00926   5.1120E+04  9.0591E+19    0.2874    0.2860   3.52E+03  0.67  7.5408E+19           5.55430  -4.45130
   45   28  0.99790 -0.00802   7.8135E+04  1.4330E+20    0.2867    0.2831   3.40E+03  0.65  1.1632E+20           5.55430  -4.44082
   46   28  0.99834 -0.00679   1.3583E+05  2.2566E+20    0.3420    0.3393   3.76E+03  0.66  2.2025E+20           5.55430  -4.43090
   47   28  0.99875 -0.00555   2.1487E+05  3.1876E+20    0.3864    0.3835   4.21E+03  0.69  3.6325E+20           5.55429  -4.42165
   48   28  0.99910 -0.00432   3.1799E+05  4.5201E+20    0.4527    0.4492   4.39E+03  0.67  5.8968E+20           5.55429  -4.41334
   49   28  0.99942 -0.00309   4.9612E+05  6.3080E+20    0.4662    0.4626   4.91E+03  0.74  9.0333E+20           5.55429  -4.40599
   50   28  0.99968 -0.00185   7.1302E+05  7.8811E+20    0.5399    0.5358   5.65E+03  0.79  1.3726E+21           5.55429  -4.39974
   51   28  0.99989 -0.00062   9.1651E+05  9.6624E+20    0.5934    0.5897   5.92E+03  0.79  1.8504E+21 NRS       5.55429  -4.39487
   14   28  1.00015  0.00062   9.4919E+05  1.0877E+21    0.6314    0.6295   5.45E+03  0.70  2.0454E+21 IRSEP     5.55429  -4.38846
   15   28  1.00060  0.00216   1.1861E+06  1.4307E+21    0.5897    0.5866   5.18E+03  0.69  2.4830E+21           5.55429  -4.37749
   16   28  1.00122  0.00426   1.5321E+06  1.7191E+21    0.6307    0.6248   5.56E+03  0.72  3.2692E+21           5.55428  -4.36211
   17   28  1.00198  0.00687   2.3242E+06  2.0444E+21    0.9654    0.9583   7.10E+03  0.74  6.0823E+21           5.55428  -4.34243
   18   28  1.00289  0.00994   1.8355E+06  8.4608E+20    3.0264    3.1059   1.35E+04  0.79  8.4280E+21           5.55427  -4.31830
   19   28  1.00391  0.01342   8.0411E+05  2.4634E+20    9.0986    5.8890   2.04E+04  0.76  5.8275E+21           5.55427  -4.28952
   20   28  1.00505  0.01727   4.9883E+05  1.2418E+20   10.8330    9.4391   2.51E+04  0.80  4.1476E+21           5.55426  -4.25580
   21   28  1.00627  0.02141   3.3451E+05  8.6591E+19    9.0585    8.8737   2.41E+04  0.82  2.6041E+21           5.55426  -4.21638
   22   28  1.00758  0.02582   2.4427E+05  5.9777E+19    8.7041   10.1748   2.55E+04  0.85  1.9406E+21           5.55425  -4.17004
   23   28  1.00896  0.03043   1.5675E+05  3.7594E+19    7.8791   10.3385   2.60E+04  0.88  1.2166E+21           5.55424  -4.11455
   24   28  1.01038  0.03520   1.1083E+05  2.7061E+19    6.6980   10.9424   2.56E+04  0.88  8.4665E+20           5.55722  -4.05796
   25   28  1.01186  0.04007   6.0013E+04  1.3715E+19    5.3019   13.0253   2.73E+04  0.92  4.6499E+20           5.56296  -3.99391
   26   28  1.01354  0.04499   4.0686E+04  9.6108E+18    4.7459   13.1249   2.64E+04  0.90  3.1188E+20           5.57027  -3.87291
   27   28  1.01502  0.04991   2.8324E+04  6.2406E+18    5.2253   15.6306   2.83E+04  0.90  2.3474E+20           5.59723  -3.71555
   28   28  1.01652  0.05481   1.5131E+04  3.2109E+18    6.0250   17.3985   2.94E+04  0.88  1.3322E+20           5.66359  -3.56527
   29   28  1.01771  0.05962   1.2613E+04  2.5691E+18    6.5951   18.0442   3.06E+04  0.89  1.1368E+20           5.74508  -3.44960
   30   28  1.01904  0.06428   7.5281E+03  1.4145E+18    7.8779   21.3803   3.32E+04  0.89  7.3981E+19           5.80995  -3.38842
   31   28  1.02036  0.06872   5.1153E+03  9.5482E+17    8.0292   20.5529   3.34E+04  0.90  4.9586E+19           5.86110  -3.34995
   32   28  1.02161  0.07290   3.8979E+03  7.5543E+17    7.4159   18.9584   3.22E+04  0.91  3.6287E+19           5.90139  -3.32430
   33   28  1.02277  0.07677   3.1651E+03  6.4055E+17    6.6965   17.4996   3.08E+04  0.91  2.8222E+19           5.93158  -3.30916
   34   28  1.02382  0.08029   2.3707E+03  5.0150E+17    6.1950   15.9026   2.95E+04  0.91  2.0199E+19           5.95721  -3.29716
   35   28  1.02474  0.08340   1.6664E+03  3.6745E+17    5.8605   14.2566   2.83E+04  0.91  1.3540E+19           5.97936  -3.28680
   36   28  1.02553  0.08602   1.0216E+03  2.3659E+17    5.6727   12.2052   2.70E+04  0.92  7.8187E+18           5.99741  -3.27874
   37   28  1.02616  0.08812   4.6380E+02  1.1739E+17    5.4748    9.3751   2.47E+04  0.92  3.2340E+18           6.01004  -3.27419
{END}


