* Outer target profiles, from i-fwp-2403a
{NUMBER OF COLUMNS}  11
*  ir  sol     psin      rho         jsat          ne        Te        Ti          v     M           p
{DATA LIST}   
   40   28  0.98671 -0.01635   4.0416E+03  9.0371E+18    0.1832    0.1844   2.79E+03  0.67  4.7926E+18           5.55431  -4.49632
   41   28  0.98828 -0.01443   9.8739E+03  1.6557E+19    0.2343    0.2226   3.72E+03  0.80  1.2356E+19           5.55431  -4.48485
   42   28  0.98981 -0.01256   1.2624E+04  2.1301E+19    0.2753    0.2656   3.70E+03  0.73  1.7607E+19           5.55430  -4.47344
   43   28  0.99129 -0.01076   2.2023E+04  3.1860E+19    0.3752    0.3581   4.31E+03  0.73  3.5749E+19           5.55430  -4.46223
   44   28  0.99271 -0.00904   3.9604E+04  4.7312E+19    0.4792    0.4692   5.23E+03  0.78  7.1841E+19           5.55430  -4.45130
   45   28  0.99405 -0.00741   7.4184E+04  7.6384E+19    0.6162    0.6020   6.06E+03  0.79  1.5167E+20           5.55430  -4.44082
   46   28  0.99530 -0.00591   1.1771E+05  1.1611E+20    0.7399    0.7250   6.33E+03  0.76  2.6718E+20           5.55430  -4.43090
   47   28  0.99645 -0.00470   2.0156E+05  1.9222E+20    0.7685    0.7544   6.55E+03  0.77  4.6468E+20           5.55429  -4.42165
   48   28  0.99747 -0.00362   3.3467E+05  3.0603E+20    0.8290    0.8137   6.83E+03  0.77  8.0048E+20           5.55429  -4.41334
   49   28  0.99835 -0.00268   5.2000E+05  4.7501E+20    0.8573    0.8415   6.83E+03  0.76  1.2701E+21           5.55429  -4.40599
   50   28  0.99910 -0.00189   8.5115E+05  7.2647E+20    0.9520    0.9427   7.31E+03  0.77  2.1878E+21           5.55429  -4.39974
   51   28  0.99968 -0.00086   1.1849E+06  1.0085E+21    1.0926    1.0987   7.33E+03  0.72  3.3426E+21 NRS       5.55429  -4.39487
   14   28  1.00043  0.00062   2.0333E+06  1.4973E+21    1.2508    1.2504   8.48E+03  0.77  5.9915E+21 IRSEP     5.55429  -4.38846
   15   28  1.00169  0.00216   4.4982E+06  2.4890E+21    1.9798    2.0449   1.13E+04  0.81  1.6631E+22           5.55429  -4.37749
   16   28  1.00343  0.00426   2.9843E+06  1.4727E+21    5.2737    4.3305   1.26E+04  0.59  1.9064E+22           5.55428  -4.36211
   17   28  1.00559  0.00687   1.7953E+06  6.8185E+20    8.7700    5.1642   1.64E+04  0.64  1.3347E+22           5.55428  -4.34243
   18   28  1.00813  0.00994   1.2458E+06  4.0171E+20    9.8704    6.3256   1.94E+04  0.69  9.6492E+21           5.55427  -4.31830
   19   28  1.01101  0.01342   8.6623E+05  2.4526E+20   10.9830    7.8277   2.20E+04  0.73  7.1025E+21           5.55427  -4.28952
   20   28  1.01418  0.01727   6.4265E+05  1.7826E+20    9.8322    8.0097   2.25E+04  0.77  5.0654E+21           5.55426  -4.25580
   21   28  1.01761  0.02141   4.4851E+05  1.1102E+20   10.8678    9.9488   2.52E+04  0.80  3.7852E+21           5.55426  -4.21638
   22   28  1.02126  0.02582   2.9908E+05  6.9279E+19   10.6562   11.3157   2.69E+04  0.83  2.5726E+21           5.55425  -4.17004
   23   28  1.02509  0.03043   1.9563E+05  3.9896E+19   11.7720   14.8686   3.06E+04  0.86  1.8433E+21           5.55424  -4.11455
   24   28  1.02901  0.03520   1.3173E+05  2.4739E+19   12.5599   17.7741   3.32E+04  0.87  1.3211E+21           5.55722  -4.05796
   25   28  1.03311  0.04007   8.8615E+04  1.6144E+19   12.0644   19.7362   3.43E+04  0.88  9.0910E+20           5.56296  -3.99391
   26   28  1.03773  0.04499   6.1101E+04  1.0890E+19   11.2178   20.9198   3.50E+04  0.89  6.2888E+20           5.57027  -3.87291
   27   28  1.04180  0.04991   4.0609E+04  6.9084E+18   11.6144   23.9970   3.67E+04  0.89  4.4022E+20           5.59723  -3.71555
   28   28  1.04591  0.05481   2.3223E+04  3.8741E+18   12.3146   25.4297   3.74E+04  0.88  2.5948E+20           5.66359  -3.56527
   29   28  1.04916  0.05962   1.9173E+04  3.2172E+18   12.0940   24.4525   3.72E+04  0.89  2.1053E+20           5.74508  -3.44960
   30   28  1.05278  0.06428   1.2099E+04  1.9374E+18   12.8721   27.6317   3.90E+04  0.88  1.3994E+20           5.80995  -3.38842
   31   28  1.05637  0.06872   8.0249E+03  1.2954E+18   12.4275   27.7712   3.87E+04  0.88  9.2518E+19           5.86110  -3.34995
   32   28  1.05974  0.07290   6.4570E+03  1.0793E+18   11.1296   25.7582   3.73E+04  0.89  7.1240E+19           5.90139  -3.32430
   33   28  1.06287  0.07677   5.0483E+03  8.7590E+17   10.2152   24.5056   3.60E+04  0.88  5.4084E+19           5.93158  -3.30916
   34   28  1.06571  0.08029   3.7474E+03  6.7665E+17    9.4582   22.5750   3.46E+04  0.88  3.8559E+19           5.95721  -3.29716
   35   28  1.06821  0.08340   2.6078E+03  4.9329E+17    8.9037   20.2166   3.30E+04  0.88  2.5580E+19           5.97936  -3.28680
   36   28  1.07033  0.08602   1.6148E+03  3.2268E+17    8.5357   16.9681   3.12E+04  0.89  1.4804E+19           5.99741  -3.27874
   37   28  1.07201  0.08812   7.2625E+02  1.5933E+17    8.1997   12.6156   2.85E+04  0.90  6.0096E+18           6.01004  -3.27419
{END}


